email,rec,elen,attch,slen,spam
avi281@google.com,6,95,1,12,0
david149@me.com,2,85,1,16,0
tamar92@google.com,4,93,1,11,0
tamar72@gmail.com,1,142,1,17,0
efi230@outlook.com,6,154,1,20,0
eli48@google.com,1,78,1,14,0
avi377@me.com,3,152,1,14,0
tamar133@gmail.com,22,42,0,20,1
david35@outlook.com,1,73,1,12,0
tamar351@outlook.com,4,201,0,16,0
efi412@aws.com,4,121,1,17,0
efi404@outlook.com,11,142,0,20,1
avi149@aws.com,5,102,0,17,0
tamar137@gmail.com,5,197,1,13,0
efi367@google.com,5,249,1,13,0
eli55@aws.com,10,196,0,18,1
avi416@google.com,2,29,0,10,1
efi381@me.com,10,41,1,56,1
tamar407@gmail.com,5,60,0,16,0
eli434@gmail.com,6,135,0,16,0
tamar395@aws.com,4,18,1,11,1
efi38@outlook.com,4,123,1,20,0
david245@gmail.com,6,216,0,10,0
david340@aws.com,5,187,1,15,0
avi431@google.com,2,33,1,16,1
david264@aws.com,6,135,0,18,0
efi351@aws.com,4,177,0,13,0
tamar23@outlook.com,2,14,1,20,1
eli301@me.com,1,166,1,13,0
tamar110@aws.com,5,212,0,10,0
efi247@me.com,19,201,1,20,1
eli357@gmail.com,4,128,0,20,0
efi345@aws.com,3,216,1,10,0
eli361@gmail.com,2,206,0,10,0
eli80@google.com,6,129,0,20,0
tamar124@google.com,4,218,0,18,0
avi161@aws.com,6,93,0,15,0
tamar415@me.com,3,42,1,10,1
efi204@outlook.com,1,143,1,17,0
tamar177@outlook.com,4,176,0,19,0
tamar223@aws.com,1,227,1,10,0
tamar323@google.com,1,498,0,15,1
avi394@me.com,1,77,1,17,0
eli38@outlook.com,3,211,0,12,0
eli290@google.com,6,160,0,12,0
efi38@gmail.com,18,213,1,16,1
david419@outlook.com,1,98,1,15,0
efi193@gmail.com,2,57,0,15,0
efi392@me.com,5,145,0,14,0
tamar334@gmail.com,17,188,1,29,1
efi371@aws.com,4,169,0,13,0
avi435@gmail.com,6,212,0,10,0
eli73@aws.com,2,109,1,16,0
eli205@outlook.com,4,100,1,19,0
avi25@gmail.com,2,455,1,12,1
eli301@gmail.com,6,102,1,18,0
eli417@me.com,6,193,1,11,0
david98@outlook.com,1,182,0,20,0
avi173@outlook.com,1,167,0,12,0
avi181@google.com,6,128,0,20,0
avi203@gmail.com,2,112,0,16,0
avi429@outlook.com,4,19,0,12,1
david129@me.com,4,115,1,17,0
avi180@outlook.com,1,230,0,18,0
avi93@google.com,4,242,1,17,0
tamar373@outlook.com,1,150,0,15,0
eli432@gmail.com,1,250,0,20,0
efi315@aws.com,3,131,0,11,0
avi368@google.com,6,188,0,12,0
eli364@gmail.com,5,119,1,14,0
tamar202@google.com,6,145,0,19,0
eli120@me.com,21,110,0,19,1
avi99@aws.com,1,90,0,20,0
tamar15@me.com,1,155,1,13,0
david139@aws.com,4,204,1,14,0
efi248@outlook.com,2,223,0,19,0
tamar113@aws.com,4,236,1,10,0
efi149@google.com,2,3,1,10,1
david299@aws.com,3,229,1,17,0
avi426@google.com,4,224,0,12,0
eli356@aws.com,3,32,1,20,1
efi427@me.com,2,132,0,17,0
efi142@me.com,2,5,0,20,1
efi126@outlook.com,1,668,0,20,1
david268@aws.com,2,98,0,12,0
tamar145@me.com,2,181,1,13,0
eli19@google.com,6,133,1,17,0
avi445@aws.com,18,17,1,60,1
tamar356@outlook.com,5,67,1,14,0
efi268@aws.com,5,62,0,19,0
tamar214@aws.com,5,175,1,14,0
avi72@google.com,11,146,1,16,1
tamar223@gmail.com,4,55,1,14,0
avi83@aws.com,4,126,0,18,0
tamar268@me.com,3,139,0,11,0
tamar15@aws.com,10,108,0,17,1
efi168@gmail.com,2,212,0,10,0
eli157@google.com,1,16,0,11,1
tamar217@me.com,1,12,1,18,1
david26@gmail.com,6,236,0,15,0
avi205@aws.com,2,39,0,19,1
eli303@outlook.com,6,211,1,19,0
tamar412@google.com,6,66,1,12,0
david275@google.com,2,162,1,16,0
efi322@google.com,2,178,1,11,0
tamar127@gmail.com,5,101,1,13,0
avi362@aws.com,6,228,0,14,0
eli113@gmail.com,1,63,0,13,0
eli264@gmail.com,1,39,0,12,1
avi65@outlook.com,1,852,1,18,1
david98@outlook.com,2,218,1,15,0
eli170@gmail.com,1,1087,1,13,1
avi256@google.com,4,119,0,12,0
avi284@me.com,10,193,0,17,1
efi346@aws.com,1,188,0,11,0
eli322@google.com,5,86,1,11,0
tamar402@outlook.com,6,51,0,12,0
efi438@gmail.com,2,112,0,17,0
david434@me.com,2,84,0,10,0
eli175@outlook.com,1,303,0,15,1
avi266@gmail.com,4,109,0,19,0
tamar454@gmail.com,6,193,1,12,0
tamar165@me.com,2,22,1,15,1
efi206@google.com,1,185,0,10,0
david83@google.com,6,127,1,19,0
eli425@outlook.com,3,130,0,20,0
avi169@aws.com,1,199,0,14,0
tamar105@google.com,5,51,1,11,0
david443@aws.com,12,224,0,49,1
david105@me.com,4,237,1,18,0
efi34@me.com,5,90,1,16,0
eli142@outlook.com,4,163,0,20,0
eli432@google.com,5,232,0,18,0
tamar439@aws.com,5,232,1,12,0
eli81@me.com,3,104,1,13,0
efi405@gmail.com,5,184,1,15,0
eli422@me.com,1,42,1,12,1
tamar249@gmail.com,1,170,1,16,0
david335@aws.com,6,194,1,10,0
tamar107@me.com,5,246,1,12,0
efi295@google.com,5,185,1,18,0
avi341@outlook.com,6,137,0,17,0
tamar155@gmail.com,5,226,0,15,0
tamar219@google.com,3,143,0,20,0
eli346@gmail.com,5,177,0,20,0
avi24@google.com,3,77,1,17,0
avi246@gmail.com,2,219,1,20,0
eli319@google.com,1,351,1,19,1
tamar64@google.com,3,70,1,15,0
avi437@google.com,5,139,1,19,0
eli393@me.com,4,210,0,14,0
avi268@gmail.com,3,112,1,18,0
avi389@aws.com,4,56,1,12,0
eli448@me.com,2,581,0,10,1
efi76@gmail.com,2,103,0,14,0
tamar197@outlook.com,5,206,0,18,0
eli295@aws.com,3,65,0,10,0
tamar51@aws.com,3,95,0,10,0
avi22@outlook.com,3,223,0,11,0
efi335@aws.com,1,250,1,11,0
avi184@gmail.com,5,106,0,17,0
eli344@me.com,4,168,1,18,0
avi114@gmail.com,15,159,1,16,1
david7@google.com,6,220,0,18,0
avi66@gmail.com,1,170,1,18,0
avi124@gmail.com,5,195,0,19,0
tamar161@outlook.com,2,232,1,11,0
eli205@google.com,2,5,1,13,1
avi212@me.com,3,122,0,15,0
efi39@google.com,5,54,1,15,0
eli86@me.com,2,126,0,17,0
avi105@aws.com,4,150,1,13,0
efi152@gmail.com,2,112,1,15,0
tamar432@aws.com,4,219,0,19,0
efi315@aws.com,2,153,1,14,0
eli105@outlook.com,3,246,0,10,0
tamar236@outlook.com,3,174,0,14,0
efi404@outlook.com,1,27,0,17,1
avi246@aws.com,11,116,1,19,1
avi222@aws.com,4,117,0,11,0
david193@outlook.com,6,242,0,19,0
tamar246@gmail.com,1,103,1,10,0
eli273@aws.com,5,219,0,12,0
david392@me.com,5,249,1,15,0
david217@me.com,4,74,0,18,0
david145@aws.com,14,21,1,15,1
tamar80@gmail.com,4,64,0,20,0
tamar300@outlook.com,11,22,0,10,1
david47@google.com,5,165,1,14,0
efi229@me.com,1,163,0,20,0
david76@aws.com,3,217,1,15,0
tamar304@google.com,5,133,1,11,0
avi192@google.com,5,163,1,13,0
efi207@outlook.com,4,209,1,16,0
tamar414@outlook.com,6,113,1,14,0
efi337@aws.com,2,176,1,18,0
avi183@outlook.com,2,422,0,13,1
tamar279@google.com,6,67,1,12,0
efi76@outlook.com,5,119,1,15,0
eli371@outlook.com,3,181,0,15,0
david70@google.com,4,114,1,13,0
efi420@gmail.com,6,184,0,10,0
efi352@outlook.com,2,71,0,14,0
david32@google.com,4,223,1,11,0
avi361@google.com,1,235,0,11,0
eli127@gmail.com,2,45,0,15,1
eli260@me.com,20,52,0,64,1
avi287@google.com,3,125,1,15,0
efi233@google.com,4,28,1,15,1
david313@aws.com,18,170,1,14,1
avi99@gmail.com,5,131,0,18,0
efi331@google.com,2,36,1,13,1
david299@google.com,2,977,1,13,1
avi158@outlook.com,2,18,1,19,1
efi304@google.com,1,129,0,18,0
tamar432@me.com,15,228,1,41,1
efi435@outlook.com,5,179,0,15,0
avi173@google.com,3,106,0,13,0
david35@outlook.com,5,205,0,13,0
david284@me.com,2,208,0,14,0
david243@me.com,3,198,0,20,0
eli111@aws.com,6,116,1,16,0
efi237@outlook.com,23,42,1,13,1
david279@aws.com,5,142,1,19,0
eli414@gmail.com,5,67,1,10,0
tamar67@gmail.com,2,126,0,15,0
efi38@gmail.com,5,214,1,19,0
tamar147@aws.com,6,69,1,12,0
avi396@google.com,2,155,0,10,0
david344@me.com,5,55,1,13,0
tamar18@gmail.com,1,201,0,20,0
eli18@aws.com,1,255,0,18,1
tamar192@outlook.com,2,75,0,16,0
david373@google.com,15,37,0,10,1
eli209@me.com,3,89,0,10,0
avi367@outlook.com,2,243,0,11,0
avi53@aws.com,3,87,0,11,0
david52@outlook.com,13,221,1,48,1
eli222@gmail.com,2,80,1,19,0
avi299@outlook.com,1,109,1,18,0
tamar436@me.com,5,51,0,17,0
eli319@outlook.com,3,224,0,16,0
david186@google.com,5,84,0,18,0
